"","Gene1","Gene2","Gene3","Gene4","Gene5","Gene6","Gene7","Gene8","Gene9","Gene10","Gene11","Gene12","Gene13","Gene14","Gene15","Gene16","Gene17","Gene18","Gene19","Gene20","Gene21","Gene22","Gene23","Gene24","Gene25","Gene26","Gene27","Gene28","Gene29","Gene30","Gene31","Gene32","Gene33","Gene34","Gene35","Gene36","Gene37","Gene38","Gene39","Gene40","Gene41","Gene42","Gene43","Gene44","Gene45","Gene46","Gene47","Gene48","Gene49","Gene50","Gene51","Gene52","Gene53","Gene54","Gene55","Gene56","Gene57","Gene58","Gene59","Gene60","Gene61","Gene62","Gene63","Gene64","Gene65","Gene66","Gene67","Gene68","Gene69","Gene70","Gene71","Gene72","Gene73","Gene74","Gene75","Gene76","Gene77","Gene78","Gene79"
"Batch2_Cell985",2.47231301373726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71134683086266,1.71134683086266,0,2.47231301373726,0,0,0,0,1.71134683086266,0,0,4.70162128106569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71134683086266,0,0,0,0,0,0,0,0,1.71134683086266,0,0,0,0,0,0,0,2.47231301373726,0,0,0,0,0,0,0,0
"Batch2_Cell986",2.7839522042656,0,0,0,0,0,2.7839522042656,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06336602821567,0,0,1.30558613934103,0,0,0,0,0,0,0,3.67522096843515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97954346717893,0,0,2.43710093709033,1.30558613934103,0,0,0,0,0,0,1.30558613934103,1.30558613934103,0,0,0,0,0,0,2.43710093709033,0,0,1.30558613934103,0,0,0,0,0,0,0,0,0,0
"Batch2_Cell987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46054875762121,0,0,0,0,0,3.46054875762121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95538549315722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch2_Cell988",3.88799861457358,0,0,0,1.44657759950979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44657759950979,0,1.44657759950979,0,0,0,0,0,0,0,4.32060582669236,0,0,2.62686457829791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44657759950979,0,0,0,0,0,0,0,1.44657759950979,0,0,0,0,0,0,0,1.44657759950979,0,0,0,0,0,0,0,1.44657759950979
"Batch2_Cell989",0,0,0,0,0,0,2.85904037227043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85904037227043,0,0,0,0,0,0,0,2.85904037227043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7560253207505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7560253207505,2.85904037227043,0,0,0,0,0,0
"Batch2_Cell990",1.57055100102674,0.479268089539748,0,0,0,0.479268089539748,3.76650615792501,0,0,1.12572302724327,0,0,0,0.479268089539748,0,0,0,0,0,0,0,0,0,2.30461693909173,0,0,0,0,0,1.75027101145302,0,1.91006251057735,0,0,0,0.479268089539748,0,0,0,1.57055100102674,0,0,0,0,0,0,0.479268089539748,0,1.75027101145302,0.479268089539748,0,0.479268089539748,0,0,0,0,0,0,0.479268089539748,0.479268089539748,0.479268089539748,0.838405253429772,0,0,0,0.479268089539748,0,1.57055100102674,1.91006251057735,0,2.05390724013062,3.01661268608663,0,0.479268089539748,0,0,0,0,0.479268089539748
"Batch2_Cell991",2.82502497110567,0,0,0,1.2341964680752,0,2.13134488171797,0,0,1.2341964680752,0,0,0,0,2.13134488171797,0,0,0,0,0,1.2341964680752,0,0,1.88947575867006,0,0,0,0,0,0.745238556708069,0,2.95652400771109,0,0.745238556708069,0,0,0,0,0,0,0,0,0,0,0,0,0.745238556708069,0,0.745238556708069,3.18824535866488,1.2341964680752,0,0,1.2341964680752,0,1.2341964680752,0,0,0,0,0,0,0,0,0,1.59872453289049,0,0,1.2341964680752,0,0.745238556708069,0,1.2341964680752,0,0,0.745238556708069,0,0,1.88947575867006
"Batch2_Cell992",2.50880746765496,0,2.04532512857411,1.3583014006708,0,0,3.37614984316713,0,0,0,0,0,0,0,1.3583014006708,0,0,1.3583014006708,0,0,0,0,0,0,0,0,0,0,0,1.3583014006708,0,2.85904037227043,0,0,0,1.3583014006708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04532512857411,1.3583014006708,1.3583014006708,0,0,0,0,0,0,2.85904037227043,0,2.85904037227043,0,0,0,0,0,0,0,0
"Batch2_Cell993",3.71946007957648,0,0.745238556708069,0,0.745238556708069,0,2.13134488171797,0,0,0.745238556708069,1.59872453289049,0,0,0,0,0,0,0,0,0,0,0,0,2.33842685001663,0,0.745238556708069,0,0,0,0.745238556708069,0,3.56316090901303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59872453289049,0.745238556708069,0,1.59872453289049,0,0.745238556708069,0,0,0,0,0,1.2341964680752,0.745238556708069,0,0,0,0,0,0,2.33842685001663,1.88947575867006,0,0,0,0,0,0,0,0,0,0
"Batch2_Cell994",3.7560253207505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7560253207505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85904037227043,3.7560253207505,0,0,0,0,0,0,2.85904037227043,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch2_Cell995",3.97438368840607,0,0,0,0,0,1.97954346717893,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97954346717893,0,0,0,0,0,0,0,0,0,0,4.43334531988674,0,0,0,0,0,0,1.97954346717893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97954346717893,0,0,0,0,0,1.97954346717893
"Batch2_Cell996",3.7560253207505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3702248633659,0,0,0,0,0,2.3702248633659,0,3.22348961899376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3702248633659,0,0,2.3702248633659,0,0,0,0,0,0,0,2.3702248633659,2.3702248633659,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3702248633659,0,0,0,0,0,0
"Batch2_Cell997",3.07703198953307,0,0,0,0,0,3.38784775839444,0.745238556708069,0,0,0.745238556708069,0,0,0,0,0,0,0,0,1.2341964680752,0.745238556708069,0,0,1.59872453289049,0,0,0,0.745238556708069,0,0,0,3.38784775839444,0,0,0,0,0,0,0.745238556708069,0,0,0,0,0,0,0,0,0,0,3.07703198953307,0.745238556708069,0,0,0.745238556708069,0,0,0,0.745238556708069,0.745238556708069,0,0,0,0,0,0,1.2341964680752,0,0,0,0,1.2341964680752,0,0,0,0.745238556708069,0,0,0,2.13134488171797
"Batch2_Cell998",4.30494736065451,0,0,0,0,0,2.85904037227043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7560253207505,0,0,0,0,0,0,0,2.85904037227043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85904037227043,0,0,0,0,0,0,0,0
"Batch2_Cell999",2.50880746765496,0,0,0,1.3583014006708,0,3.00670040855053,0,0.833429092725923,0.833429092725923,0,0,0,0,0.833429092725923,0,0,0.833429092725923,0,0,0,0,0,2.29559918198402,0,0,0,2.04532512857411,0,0,0,3.26319561559813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74232840822809,0,2.85904037227043,0.833429092725923,0,0,0,0,0,0,0.833429092725923,0,0,0,0,0.833429092725923,0,0,1.74232840822809,0,0,0,0,0.833429092725923,0,0,0,0,0,0,0,2.29559918198402
"Batch2_Cell1000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70162128106569,0,0,0,0,3.7560253207505,0,0,0,0,0,0,0,0,0,0,3.7560253207505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch2_Cell1001",3.87263014245712,0,0,0,0,0,0,0,0,0,0,0,0,2.47231301373726,0,0,0,0,0,0,0,0,0,2.47231301373726,0,0,0,0,0,0,0,4.26283234030138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33609132624208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch2_Cell1002",3.50055516108892,0,0.60017758110714,0,1.6152338720253,0,2.62270350046006,0,0,0.60017758110714,0,0,0,0,0.60017758110714,0,0,0,0,0.60017758110714,1.02276286711202,0,0,2.03401101981472,0,0,0.60017758110714,1.34920075224282,0,0.60017758110714,0,3.43324789057115,0,0,1.02276286711202,0,0,0,2.03401101981472,0,0.60017758110714,0,0,0,0,0,0,0,0,2.03401101981472,0,0,0,0.60017758110714,0,0,0,0.60017758110714,1.02276286711202,0,0,0,0,0,0,0.60017758110714,0,0,0.60017758110714,0,1.83976442219769,0,0.60017758110714,0,0,0,0,0,0
"Batch2_Cell1003",3.4475033955304,0,0,0,0,0,2.6893404801702,0,0,0.5806002616672,0,0,0,0,0.5806002616672,0,0,0,0,0,0,0,0,1.31406654284277,0,0,0,0,0,1.57622479261242,0,2.44870066566,0.5806002616672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79799106225666,1.57622479261242,0,1.57622479261242,0,0,0,0,0,0,0.5806002616672,0,0,0.993451685182424,0,0.5806002616672,0,0,0,1.99016634802326,0.993451685182424,0,1.31406654284277,3.4475033955304,0,1.31406654284277,0,0,0,0,0
"Batch2_Cell1004",2.73334817169727,0,0,0,0,0,2.5466679979098,0.853707314804404,0,0,0,0,0,0,1.77459369017571,0,0,0,0,1.38641233792147,0.853707314804404,0,0,0.853707314804404,0,0,0,0,0,0,0,3.04688374997267,0.853707314804404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853707314804404,0,3.18132330435248,2.33219061143479,0,0,0,0,0,0,0,0.853707314804404,0,0,0,0,0,0,2.08016480499666,0,0,0,0,2.33219061143479,0,1.38641233792147,0,0,0.853707314804404,0,0,1.38641233792147
"Batch2_Cell1005",2.04532512857411,0,0,0,0,0,2.04532512857411,0,0,0,0,0,0,0,2.85904037227043,0,0,2.04532512857411,0,0,2.85904037227043,0,0,0,0,0,0,0,0,0,0,3.37614984316713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04532512857411,0,0,0,0,0,0,0,2.04532512857411,0,0,0,0,0,0,0,2.85904037227043,0,0,0,0,0,0,2.85904037227043,0,0,0,0,0,0
"Batch2_Cell1006",3.55807256225277,0.823656629705511,0,0,1.34469925664807,0,2.49039489429658,0,0,0.823656629705511,0,0,0,0,0.823656629705511,0,0,0,0,0,0.823656629705511,0,0,3.24317376823735,0,0,0,0,0,0,0,3.12082673587625,0,0,0.823656629705511,0,0,0,1.34469925664807,0,0,0,0,0,0,0,0.823656629705511,0,0,0.823656629705511,1.72668245296516,0,0,0.823656629705511,0,0,0,1.34469925664807,0.823656629705511,0,0,0,0.823656629705511,0,0,0.823656629705511,0,0,0,0,0,1.34469925664807,0,0.823656629705511,0,0,0,0,0.823656629705511
"Batch2_Cell1007",2.29048416110403,0,0,0,0,0,2.11642254516266,0,0,0,0,1.078649382107,0,1.078649382107,0,0,0,0,0,0,0,0.637868899816112,0,1.41580562524629,0,0,0,0,0,2.58598657782264,0,1.41580562524629,0,0,0,0.637868899816112,0,0,1.68890355762282,0,0,0,0,0,0,0,0,0.637868899816112,4.05039813089199,1.078649382107,0,1.68890355762282,0,0,0,0,0,0,1.078649382107,0,0.637868899816112,0,0,1.078649382107,0,0,0,1.91844147497346,1.68890355762282,0,1.078649382107,0,0,0,0,0,0,0,0.637868899816112
"Batch2_Cell1008",4.02062292895161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91213177002915,0,0,0,0,0,0,0,4.3633034951719,0,0,0,0,1.66710436322136,0,0,0,0,0,1.66710436322136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66710436322136,0,0,0,0,1.66710436322136,0,0,0,0,0,0,0,0
"Batch2_Cell1009",3.37614984316713,2.85904037227043,0,0,0,0,2.85904037227043,0,2.04532512857411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04532512857411,0,0,0,0,0,0,0,2.04532512857411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37614984316713,0,0,0,2.04532512857411,0,0,0,0,0,0,0,0,0,0,0,2.04532512857411,0,0,0,0,0,0,2.04532512857411,0,0,0,0,0,0
"Batch2_Cell1010",1.71134683086266,0,0,0,0,0,3.87263014245712,0,0,0,0,1.71134683086266,0,0,0,0,0,0,0,0,2.47231301373726,0,0,1.71134683086266,0,0,0,2.47231301373726,0,1.71134683086266,0,0,2.47231301373726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47231301373726,0,0,0,1.71134683086266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47231301373726,0,0,0,0,0,1.71134683086266
"Batch2_Cell1011",2.57106502968237,0.694042131827046,0,0,0,0,4.24157238424203,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16067491154792,0,0,1.16067491154792,0,0,0,0,0,0,0,2.03176560132621,1.16067491154792,0,0,0,0,0,2.84360190496232,0,0,0,0,0,0,0,0,0,0,2.71375947599674,0.694042131827046,0,0,1.79545101922211,0,0,0,0,0.694042131827046,0,0,0,0,0,0,0.694042131827046,0,0,0,0,1.79545101922211,0,0.694042131827046,0,0,0,0,0,0.694042131827046
"Batch2_Cell1012",1.94844290675376,1.94844290675376,0,0,0,0,2.74827978770016,0,0,0,0,0,0,0,1.28083087259892,0,0,0,0,0,0,0,0,2.40309485246903,0,0,0,0,0,0,0,3.63671854842566,0,0,0,1.94844290675376,0,0,0,0,0,0,0,0,0,0,1.28083087259892,0,0,3.02661304787222,1.94844290675376,1.94844290675376,0,0,0,0,0,0,1.94844290675376,0,0,0,0,0,0,1.28083087259892,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch2_Cell1013",0.75318958707716,0.75318958707716,0,0,0,0.75318958707716,3.30913206063616,0,0,0.75318958707716,0,0,0,0,0,0,0,3.40561285010281,0,0,0,2.9736390839914,0,0,0,0,0,0,0,1.61190200692241,0,2.35419565900491,0,0,0,1.61190200692241,0,0,0,0,0,0,0,0,0,0,0.75318958707716,0.75318958707716,0.75318958707716,0,0,0,0,0,0,0,0,0,0.75318958707716,0,0,1.24551408848482,0,0,0,0,0,2.14651697505001,0.75318958707716,1.61190200692241,1.90383290821895,0,0,0.75318958707716,0,0,0,0,0
"Batch2_Cell1014",3.35996373998377,1.51269708320888,0,0,0,0,3.59938670729657,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51269708320888,0,0,1.91844147497346,0,0,0,1.51269708320888,0,0,0,3.9843558941327,0,0,0,0,0.946143118401984,0,0,0,0,0,0,0,0,0,0,0,0,0.946143118401984,0,0.946143118401984,0,0,0,0,0,0,0.946143118401984,0,0,0,0,0,0,1.51269708320888,0,0,0,0,0.946143118401984,0,0,0,0,0,0,0,0
"Batch2_Cell1015",2.996874825678,1.11355483451144,0,0,0,0,2.49955918750877,0,0,0.661649974880186,0,0,0,0,0,0,0,0,0,0,1.7344659965249,0,0,1.9669670573952,0,0,0,1.11355483451144,0,0,0,3.95858927485787,0.661649974880186,0,0,0,0.661649974880186,0,0.661649974880186,0,0,0,0,0,0,0,0.661649974880186,0,0,1.45715943618745,1.11355483451144,0,0,1.11355483451144,0,0,0,0.661649974880186,0.661649974880186,0,0,0,0,0,0,2.34290607921107,0,0,0.661649974880186,0,0.661649974880186,1.45715943618745,0.661649974880186,0,0,0,0,0,0.661649974880186
"Batch2_Cell1016",2.44578802750629,0,0,0,0,0,3.13494461438925,0,0,0,0,0,0,0,0,0,0,0,0,1.078649382107,0,0,0,1.68890355762282,0,0,0,1.078649382107,0,0,0,3.84244536265139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44578802750629,0,0,0,1.078649382107,0,0,0,0,1.078649382107,0,0,0,0,0,0,2.71375947599674,0,0,0,0,1.078649382107,0,2.44578802750629,0,0,0,0,0,1.68890355762282
"Batch2_Cell1017",3.99528471576701,0,0,0,0.722382052621718,0,2.775921940723,0,0,0.722382052621718,0,0,0,0,1.20151337829602,0,0,0,0,0,1.20151337829602,0,0,0.722382052621718,0,0,0,0,0,0,0,3.59076576404802,0,0,1.20151337829602,0,0.722382052621718,0,0,0,0,0,0,0,0,0,0.722382052621718,0,0.722382052621718,2.29261208677939,0.722382052621718,0,0,0,0,0,0,1.56057404977755,0.722382052621718,0,0,0,0,0.722382052621718,0,1.20151337829602,0,0,0,0,0,0,1.20151337829602,0,0,0,0,0,0
"Batch2_Cell1018",2.11642254516266,1.078649382107,0,0,1.078649382107,0,3.13494461438925,0,0,0,0,0,0,0,1.078649382107,0,0,1.68890355762282,0,0,1.078649382107,1.078649382107,0,1.68890355762282,0,0,0,1.078649382107,0,0,0,3.30691302118858,1.078649382107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.078649382107,2.71375947599674,0,0,0,0,0,0,0,1.078649382107,1.68890355762282,0,0,0,0,0,0,1.68890355762282,0,0,0,0,2.11642254516266,0,1.68890355762282,0,0,0,0,0,0
"Batch2_Cell1019",3.46054875762121,0.823656629705511,0,0,0,0,2.83977619271384,0,0,1.34469925664807,0,0,0,0,0,0,0,0,0,0,0.823656629705511,0.823656629705511,0,2.67563612415488,0,0,0,0.823656629705511,0,0,0,3.24317376823735,0,0,0,0,0.823656629705511,0,1.34469925664807,0,0,0,0,0,0,0,0,0,0,2.83977619271384,0,0,0,0,0,0,0,0,1.34469925664807,0,0,0.823656629705511,0,0.823656629705511,0,1.34469925664807,0,0,0,0,1.72668245296516,0,0,0,0,0,0,0,0
"Batch2_Cell1020",2.88526542987969,0,0,0,1.64591952895472,0,2.57743349769962,0,0.438199253566758,0.438199253566758,0,0.438199253566758,0,0,1.27479741046315,0,0,0,0,0,0.438199253566758,0.438199253566758,0,1.47225924671063,0,0,0,0.773847988605012,0,0.773847988605012,0,3.45121620843614,0,0,0.438199253566758,0,0,0,0.773847988605012,0,0.438199253566758,0,0,0,0,0,1.47225924671063,0.438199253566758,0,2.81424392889197,1.04595752601531,0,0,0.438199253566758,0,0,0,1.04595752601531,1.47225924671063,0,0,0.773847988605012,0.773847988605012,0.773847988605012,0,1.04595752601531,0,0,0,0,0.773847988605012,0,1.64591952895472,0,0,0,0,0,0.438199253566758
"Batch2_Cell1021",1.86148748637934,0,0,0,0,0,3.91140848857505,0,1.86148748637934,0,0,0,0,0,0,0,0,0.90915131060037,0,0,0,0,0,1.46251353427932,0.90915131060037,0,0,0.90915131060037,0,2.43020556611135,0,3.00423593877213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90915131060037,0,0,0,0,0,0,0,0,0,1.46251353427932,0.90915131060037,0,0,0,0,0,0,2.17369089406933,1.46251353427932,0,2.8370517453052,0,0,0,0,0,0,0,0
"Batch2_Cell1022",2.24889770986925,0,1.17060780027326,0,0,0,3.2865050410242,0,0,0,0,0,0,0,0,0,0,1.80823274692851,0,0,0,0,0,1.17060780027326,0,1.17060780027326,0,0,0,2.24889770986925,0,3.2865050410242,0,0,0,0,1.17060780027326,0,0,0,0,0,1.17060780027326,0,0,0,0,0,0,0,0,1.17060780027326,0,0,0,0,0,1.17060780027326,0,0,0,0,0,0,0,1.17060780027326,0,1.80823274692851,1.80823274692851,0,1.80823274692851,2.58598657782264,0,0,0,0,0,0,0
"Batch2_Cell1023",2.87469999594914,0,0,0,1.18072164152914,0,2.05909686367338,0,0,0,0,0,0,0,2.44205568975238,0,0,0.707922912602144,0,1.18072164152914,1.18072164152914,0,0,2.44205568975238,0,0,0,0,0,0,0.707922912602144,2.87469999594914,0.707922912602144,0,1.18072164152914,0,0,0,0,0,0,0,0,0,0,0,0.707922912602144,0.707922912602144,0,2.87469999594914,1.82122153388825,0,0,0,0,0,0,0.707922912602144,0.707922912602144,0,0,0,0,0,0,1.82122153388825,0,0,0,0,0,0,2.05909686367338,0,0,0.707922912602144,0,0,0.707922912602144
"Batch2_Cell1024",2.47231301373726,0,2.47231301373726,0,0,0,2.47231301373726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47231301373726,0,2.47231301373726,0,0,0,0,0,0,0,2.47231301373726,2.47231301373726,0,0,2.47231301373726,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47231301373726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33609132624208,0,0,0,0,0,0,0,0
"Batch2_Cell1025",3.7560253207505,2.04532512857411,0,0,0,0,0,2.04532512857411,0,0,0,0,0,0,0,0,0,0,0,0,2.04532512857411,0,0,2.04532512857411,0,0,0,0,0,0,0,4.05643735729541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04532512857411,0,0,0,0,0,0,2.04532512857411,0,0,0,0,2.04532512857411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch2_Cell1026",3.56316090901303,0,0.745238556708069,0,0,0,2.13134488171797,0,0,0,0,0,0,0,1.59872453289049,0,0,0,0,0.745238556708069,1.59872453289049,0,0,1.88947575867006,0,0,0,0,0,0,0,3.92612089209388,0,0,0.745238556708069,0,0.745238556708069,0,0,0,0,0,0,0,0,0,0,0,0.745238556708069,1.59872453289049,0.745238556708069,0,0,1.59872453289049,0,0,0,0,0,0,0,0,1.2341964680752,0,0,1.88947575867006,0,0,0,0,0,0,0.745238556708069,0,0,0,0,0,1.59872453289049
"Batch2_Cell1027",2.64792292957653,0,0,0,0,0,3.25699844364032,0,0,1.5730671445144,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5730671445144,0,0,0,0,0,0.729840156479785,0,3.043171010584,0,0,0,0.729840156479785,0,0,0,0,0,0,0,0,0,0,0,0,1.86148748637934,0.729840156479785,0,0.729840156479785,0,0,0,0,0,0,0,0,0.729840156479785,1.86148748637934,0,0,0,0,0,0.729840156479785,1.5730671445144,0,1.5730671445144,3.60806886227933,0,0.729840156479785,0,0,0,0,0
"Batch2_Cell1028",3.57032050482408,0,0,0,0,0,1.39606306071224,0,1.06204067803428,1.39606306071224,0,0.626617960770148,0,0,1.66710436322136,0,0,0,0,0.626617960770148,1.06204067803428,0,0,2.26531372545931,0,0,0,0,0,0,0,3.43174924188748,0.626617960770148,1.39606306071224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01278992410018,0.626617960770148,0,0,0,0,0,0,0,0.626617960770148,0,0,0,0.626617960770148,0.626617960770148,0,1.89518891122308,0,0,0,0,0.626617960770148,0,1.66710436322136,0,0,0,0,0,0
"Batch2_Cell1029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67363006312608,0,0,0,0,0,0,0,0
"Batch2_Cell1030",3.00867588448864,0,1.63898958474575,0,0,0,1.93330889041382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769624015456932,0,0,2.17763947123872,0,0,0,0,0,0,0,3.77471935583991,0,0,0,0,0.769624015456932,0,0,0,0,0,0,0,0,0,0.769624015456932,0,0,2.73087976848571,0.769624015456932,0,0,0,0,0,0,1.93330889041382,1.63898958474575,0,0,0,1.26882412204263,0.769624015456932,0,2.38652198120029,0,0,0.769624015456932,0,0.769624015456932,0,0.769624015456932,0,0,0,0,0,0
"Batch2_Cell1031",1.03037441565659,0,0,0,1.03037441565659,0,2.3702248633659,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62532125343866,1.03037441565659,0,1.03037441565659,0,0,0,1.03037441565659,0,0,1.03037441565659,3.05274278300501,1.03037441565659,0,0,0,0,0,2.63523696738803,0,0,0,0,0,0,0,0,0,0,3.37614984316713,1.03037441565659,0,0,1.03037441565659,0,0,0,1.03037441565659,1.03037441565659,0,0,0,0,0,0,1.62532125343866,0,0,0,0,2.85904037227043,0,1.03037441565659,0,0,0,0,0,1.03037441565659
"Batch2_Cell1032",2.73334817169727,0,0.853707314804404,0,1.38641233792147,0,2.73334817169727,0,0,0,0,0,0,0,2.08016480499666,0,0,0.853707314804404,0,0.853707314804404,1.77459369017571,0,0,2.89861669252963,0,0,0,0,0,0,0,2.73334817169727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89861669252963,0,0,0,0,0,0,0,0,0.853707314804404,0,0,0,0,0,0,3.41760486166444,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch2_Cell1033",2.996874825678,0,0,0,0,0,3.36600771047002,0,0.472931868908868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16714740320911,0,0.472931868908868,0,0,0,2.49955918750877,0,3.19321515442094,0,0,0,0.828513257617853,1.11355483451144,0.472931868908868,0.828513257617853,0.472931868908868,0,0,0,0,0,0,0,0,0,0.828513257617853,0,1.35146363715484,0,0,0,0,0,0,0,1.55563745782901,0.472931868908868,0,0,0.472931868908868,0,0.472931868908868,0,1.7344659965249,0.828513257617853,0,2.49955918750877,0,0,0,0,0,0,0,0
"Batch2_Cell1034",3.22348961899376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14411723208117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22348961899376,0,0,0,0,0,0,4.14411723208117,0,0,0,0,0,0,0,0
"Batch2_Cell1035",3.88799861457358,0,0,0,0,0,0,2.15419891374148,0,0,0,0,0,0,0,0,0,0,0,0,1.44657759950979,0,0,2.15419891374148,0,0,0,0,0,0,0,3.88799861457358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44657759950979,2.15419891374148,0,0,0,1.44657759950979,0,0,0,0,0,0,1.44657759950979,0,0,0,0,1.44657759950979,0,1.44657759950979,0,0,0,0,0,1.44657759950979
"Batch2_Cell1036",2.94612089129584,0.60017758110714,0,0,0,0,2.84615986147144,0,0,0.60017758110714,0,0.60017758110714,0,0,1.02276286711202,0,0,1.02276286711202,0,0.60017758110714,0.60017758110714,0,0,2.20518041971533,0,0,0,1.83976442219769,0,1.02276286711202,0,2.84615986147144,0,1.02276286711202,0,0,0.60017758110714,0,1.6152338720253,0,0,0,0,0,0.60017758110714,0,0,0.60017758110714,0.60017758110714,2.35817825968688,1.02276286711202,0,0,1.02276286711202,0,0,0,0,1.02276286711202,0,0,0,0,0,0,1.6152338720253,0,0,0,0.60017758110714,1.02276286711202,0,1.6152338720253,0,0,0,0,0,1.02276286711202
