"","Gene1","Gene2","Gene3","Gene4","Gene5","Gene6","Gene7","Gene8","Gene9","Gene10","Gene11","Gene12","Gene13","Gene14","Gene15","Gene16","Gene17","Gene18","Gene19","Gene20","Gene21","Gene22","Gene23","Gene24","Gene25","Gene26","Gene27","Gene28","Gene29","Gene30","Gene31","Gene32","Gene33","Gene34","Gene35","Gene36","Gene37","Gene38","Gene39","Gene40","Gene41","Gene42","Gene43","Gene44","Gene45","Gene46","Gene47","Gene48","Gene49","Gene50","Gene51","Gene52","Gene53","Gene54","Gene55","Gene56","Gene57","Gene58","Gene59","Gene60","Gene61","Gene62","Gene63","Gene64","Gene65","Gene66","Gene67","Gene68","Gene69","Gene70","Gene71","Gene72","Gene73","Gene74","Gene75","Gene76","Gene77","Gene78","Gene79"
"Batch1_Cell1181",3.43032915123143,0,0,0,0.599083608965809,0,2.03158031737942,0.599083608965809,0,1.34724740973688,0,0,0,0,0.599083608965809,0,0,0,0,0,0,0,0,2.35558938952766,0,0,0,0,0,0,0,4.03936855304929,0.599083608965809,0.599083608965809,1.02113016676402,0,0,0,1.61306783840151,0,0,0,0,0,0,0,0,0,0,3.4976228351414,0.599083608965809,0,0,0,0,0,0,1.02113016676402,0.599083608965809,0,0,0,0,0.599083608965809,0,1.34724740973688,0,0,0,0,1.61306783840151,0,0,0.599083608965809,0,0,0,0,0
"Batch1_Cell1182",3.31331347383254,0,0,0,0,0,2.79915168958756,0,0,1.99282472605918,0,0,0,0,0,0,0,0,0,2.79915168958756,0,0,0,1.99282472605918,0,0,0,0,0,0,0,4.23885806321982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69160353155704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch1_Cell1183",2.11462082796635,0,0,0,0,0,3.2213983504359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41434172157503,0,0,0,0,0,0,0,3.84026655587009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58403472252784,3.99895620756989,0,0,0,0,0,0,1.41434172157503,0,0,0,0,0,0,0,2.11462082796635,0,1.41434172157503,0,0,0,0,1.41434172157503,0,0,0,0,0,1.41434172157503
"Batch1_Cell1184",3.18412045816496,0,0,0,0,0,3.71517837439013,0,0,0,0,2.33471027492372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71517837439013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18412045816496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71517837439013,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch1_Cell1185",3.09587831645804,0,1.38835410515494,0,0,0,3.7444972431635,0,1.38835410515494,0,0,0,0,0,0.622242750660523,0,0,0,0,0,0,0,0,2.25545945727281,0,0,0,0,0,2.08256539384844,0,3.55891951212757,0,0,0,0,0.622242750660523,0,0,0,0,0,0,0,0,0,0,0,0.622242750660523,1.0555652343706,0,0,0,0,0,0,0,0,0.622242750660523,1.38835410515494,0,0,0,0.622242750660523,0,0,0,2.08256539384844,1.8860939500141,0,2.25545945727281,0,0.622242750660523,0,0,0,0,0,0
"Batch1_Cell1186",0.97064093744945,0.97064093744945,0,0,0,0,2.53569346376905,0,0,1.95573427538797,0,0.97064093744945,0,0,0.97064093744945,0,0,0,0,0,1.54568279675357,0,0,1.54568279675357,0,0,0,0,0,0,0,3.40559900948057,0,0,0,0,0,0,1.54568279675357,0,0,0,0,0,0,0,0,1.54568279675357,0,3.85159458926318,0.97064093744945,0,0,0,0,0,0,1.95573427538797,1.95573427538797,0,0,0,0,0.97064093744945,0,1.95573427538797,0,0,0,0,1.54568279675357,0,1.54568279675357,0,0,0,0,0,0
"Batch1_Cell1187",4.24917175245205,1.1933839742663,0,0,0,0,2.62000944782036,0,0,0,0,0,0,0,1.1933839742663,0,0,0,0,0,1.83744698721404,0,0,1.83744698721404,0,0,0,0,0,1.1933839742663,0,3.1245450979383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1933839742663,0,0,1.83744698721404,1.83744698721404,0,0,0,0,0,0,1.1933839742663,0,0,0,1.1933839742663,1.1933839742663,0,0,1.1933839742663,0,0,0,0,1.83744698721404,0,1.1933839742663,0,0,1.1933839742663,0,0,0
"Batch1_Cell1188",2.86620356138234,0,1.36337281318471,0,0,0,2.51565675797167,0,0,0,0,0,0,0,2.51565675797167,0,0,0,0,0,1.36337281318471,0,0,2.05162250330138,0,0,0,0,0,0,0,3.58616643398905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86620356138234,1.36337281318471,0,0,0,0,0,0,2.51565675797167,2.51565675797167,0,0,0,1.36337281318471,0,0,0,0,0,0,0,1.36337281318471,0,1.36337281318471,0,0,0,0,0,1.36337281318471
"Batch1_Cell1189",3.31331347383254,0.803259136310868,0,0,0.803259136310868,0,2.4516022740203,1.31619073348473,0,0.803259136310868,0,0.803259136310868,0,0.803259136310868,0.803259136310868,0,0,0,0,0,0,0,0,2.63581747989779,0,0,0,0,0,0.803259136310868,0,3.41758315230838,0,0,0,0,0,0,0,0,0,0,0,0.803259136310868,0,0,0.803259136310868,0,0,2.63581747989779,2.4516022740203,0,0,0,0,0,0,0,1.69381765710025,0,0,0,1.99282472605918,0,0,1.31619073348473,0,0,0,0,0,0,2.24037360314957,0,0,0,0,0,0
"Batch1_Cell1190",2.69591375064301,0,0,0,0,0,0,2.21819020852835,1.49904058465809,0,0,0,0,0,0,0,0,0,0,0,1.49904058465809,0,0,1.49904058465809,0,0,0,0,0,0,1.49904058465809,3.58005872756901,0,0,0,0,0,0,1.49904058465809,0,0,0,0,0,0,0,0,0,0,3.78511397413134,1.49904058465809,0,0,0,0,0,0,2.69591375064301,0,0,0,0,0,0,0,0,0,0,0,0,2.69591375064301,0,1.49904058465809,0,0,0,0,0,0
"Batch1_Cell1191",2.02172846223541,2.27079056385196,0,0,0,0,1.72050832942015,0.819811228876245,0,0.819811228876245,0.819811228876245,0,0,0,1.33933696606451,0,0,0,0,0,2.66817021224095,0,0,1.33933696606451,0,0,0,0,0,0.819811228876245,0,3.34796325343875,0,0,1.33933696606451,0,0,0,0.819811228876245,0,0,0,0,0,0,0,0,0,0,3.72713630575318,1.72050832942015,0,0,0,0,0,0,0,1.72050832942015,0,0,0,2.02172846223541,0,0.819811228876245,0,0,0,0,0,1.33933696606451,0,1.72050832942015,0,0,0,0,0,0
"Batch1_Cell1192",3.4778617356421,0,0.883713606313075,0,1.42773345572167,0,1.82185550031264,0,0,0.883713606313075,0,0,0,0,0,0,0,0,0,0,0,0.883713606313075,0,1.82185550031264,0,0,0,0.883713606313075,0,0,0,4.09231356482068,0,0,1.42773345572167,0,0,0,0.883713606313075,0,0,0,0,0,0,0,0.883713606313075,0,0,2.78990254852212,0,0,0,0,0,0,0,1.42773345572167,2.1310872112236,0,0,0,0.883713606313075,0,0,1.82185550031264,0,0,0,0,0,0,0.883713606313075,0,0,0,0.883713606313075,0,0.883713606313075
"Batch1_Cell1193",3.39457756682378,0,0,0,0.561519818436392,0,2.7462864049814,0,0,1.94670791784718,0.561519818436392,0,0,0,1.27945307887924,0,0,0,0,0,0.561519818436392,0,0,1.75664569787995,0.561519818436392,0,0,0,0,0,0.561519818436392,3.25773722909819,0,0,0,0,0,0,2.64017071599394,0,0,0,0,0,0,0.561519818436392,0,0,0,3.10654428256458,1.75664569787995,0,0,0,0,0,0,1.27945307887924,1.53768990984598,0,0,0,0.561519818436392,0,0,1.94670791784718,0,0,0,0,0.964691564574115,0,0,0,0,0,0,0,0.561519818436392
"Batch1_Cell1194",3.78511397413134,0,0,0,0,0,2.69591375064301,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21819020852835,1.49904058465809,0,2.21819020852835,0,0,0,0,0,0,0,2.69591375064301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49904058465809,0,1.49904058465809,3.58005872756901,1.49904058465809,0,0,0,0,0,0,0,2.21819020852835,0,0,0,1.49904058465809,0,0,1.49904058465809,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch1_Cell1195",3.26864387720673,0,0,0,0.97064093744945,0,1.54568279675357,0.97064093744945,0,0.97064093744945,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75665317445715,0,0,0,0,0,0,0,4.26562514121693,0,0,0.97064093744945,0,0,0,0,0,0,0,0,0,0,0,0.97064093744945,0,0,2.27466246554936,1.95573427538797,0,0,0,0,0,0,1.54568279675357,1.54568279675357,0,0,0,1.54568279675357,0,0.97064093744945,0.97064093744945,0,0,0,0,1.54568279675357,0,0.97064093744945,0,0,0,0,0,0
"Batch1_Cell1196",3.70569445829144,0,0,0,0,0,2.20609020055989,0,0,1.14061091029794,0,0,0,0,1.14061091029794,0,0,0,0,0,1.14061091029794,0,0,1.76955479784155,0,0,0,0,0,0,0,3.83311070219669,1.14061091029794,0,0,0,1.14061091029794,0,0,0,0,0,0,0,0,0,0,0,0,3.41114813073225,1.14061091029794,0,0,0,0,0,0,0,1.14061091029794,0,0,0,0,0,0,2.20609020055989,0,0,0,0,0,0,2.20609020055989,0,0,0,0,0,0
"Batch1_Cell1197",3.58005872756901,0,0,0,0.93604304467148,0,2.47673603154301,0,0,0.93604304467148,0,0,0,0,1.90296891144167,0,0,0,0,0,2.21819020852835,0,0,1.49904058465809,0,0,0,0,0,0,0,3.87765601759281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88614309231304,0.93604304467148,0,0,0,0,0,0,0,0,0.93604304467148,0,0,1.90296891144167,0.93604304467148,0,0,0,0,0,0,1.90296891144167,0,1.49904058465809,0,0,0,0,0,0.93604304467148
"Batch1_Cell1198",3.53814121625654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0139747234806,0,0,0,0,0,0,0,4.87339368362043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0139747234806,0,0,0,0,0,0,0,0,0,0,0,0,2.18235364587949,0,0,0,0,0,0,0,0
"Batch1_Cell1199",0,0,0,0,0,0,1.41434172157503,0,0,2.11462082796635,0,0,0,0,2.11462082796635,0,0,0,0,0,2.58403472252784,0,0,2.11462082796635,0,0,0,0,0,0,0,3.99895620756989,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41434172157503,1.41434172157503,0,0,2.93763132542266,1.41434172157503,0,0,0,0,0,0,2.58403472252784,1.41434172157503,0,0,0,0,0,0,2.11462082796635,0,0,1.41434172157503,0,1.41434172157503,0,0,0,0,0,0,0,0
"Batch1_Cell1200",1.99282472605918,1.99282472605918,0,0,0,0,2.4516022740203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99282472605918,0,0,0,0,1.31619073348473,0,0,2.79915168958756,0,0,0,0,0,0,1.31619073348473,0,0,0,0,0,0,0,1.31619073348473,0,0,4.12025688996328,2.79915168958756,0,0,0,0,0,0,1.31619073348473,1.31619073348473,0,0,0,1.31619073348473,0,0,2.4516022740203,0,0,0,0,0,0,1.31619073348473,0,0,0,0,0,0
"Batch1_Cell1201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33471027492372,0,0,0,0,0,0,0,4.10248899094026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10248899094026,2.33471027492372,0,0,0,0,0,0,2.33471027492372,0,0,0,0,2.33471027492372,0,0,2.33471027492372,0,0,0,0,0,0,2.33471027492372,0,0,0,0,0,0
"Batch1_Cell1202",3.81422583742752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81422583742752,0,0,0,0,0,0,0,4.50957284710095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42105133764342,0,0,0,0,0,0,2.42105133764342,0,0,0,0,0,0,0,0
"Batch1_Cell1203",3.31857849519318,0,0,0,0,0,1.91153634219329,0,0,0.757470319201713,0,0.757470319201713,0,1.25159645057051,1.91153634219329,0,0,1.91153634219329,0,0,0.757470319201713,0,0,1.91153634219329,0,0,0,0,0,0,0,4.01716682387149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757470319201713,0,0,0,2.15465415366776,2.7057988690055,0,0,0,0,0,0,1.25159645057051,1.6189769063501,0,0,0,0.757470319201713,0.757470319201713,0,0.757470319201713,0,0,0,0,1.25159645057051,0,1.25159645057051,0,0,0,0,0,0
"Batch1_Cell1204",3.46228287066728,0,0,0,0,0,1.58705396968833,1.00156888590611,0,0.586008614203936,0,0,0,0,1.3238105533448,0,0,0,0,0,0.586008614203936,0,0,1.80959566570916,0,0,0,0,0,0.586008614203936,0,3.25073378946144,0.586008614203936,0.586008614203936,0,0,0,0,2.3244374940547,0,0,0,0,0,0,0,0,0,0,3.95713025658652,0.586008614203936,0,0,0,0,0,0,1.3238105533448,1.58705396968833,0,0,0,0.586008614203936,0,0,1.3238105533448,0.586008614203936,0,0,0,1.58705396968833,0,1.3238105533448,0,0,0,0,0,0
"Batch1_Cell1205",1.42773345572167,0,2.3855948586156,0,0.883713606313075,0,3.94176527032816,0,0.883713606313075,0,0,0.883713606313075,0,0,0.883713606313075,0,0,0,0,0,0,0,0,1.82185550031264,0.883713606313075,0,0,0,0,2.1310872112236,0,1.42773345572167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42773345572167,0,0,0,0,0,0,0,1.42773345572167,1.42773345572167,0,0,1.82185550031264,0,0,0,2.3855948586156,2.95623313966455,0,2.78990254852212,0,0,0,0,0,0,0,0
"Batch1_Cell1206",2.57698776678613,0.995220451380693,0,0,1.57858624400438,0,1.57858624400438,0,0,2.31427319811385,0,0,0,0,0,0,0,0,0,0,2.31427319811385,0,0,1.99282472605918,0,0,0,0,0,0,0,2.99162536987566,0.995220451380693,0,0,0,0,0,2.31427319811385,0,0,0,0,0,0,0.995220451380693,0.995220451380693,0,0,3.16141704795196,1.57858624400438,0,0,0,0,0,0,0.995220451380693,1.99282472605918,0,0,0,2.31427319811385,0,0,0.995220451380693,0,0,0,0,1.57858624400438,0,0.995220451380693,0,0,0,0,0,0
"Batch1_Cell1207",3.76371728718104,0,0,0,1.36337281318471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36337281318471,0,2.51565675797167,0,0,0,0,0,0,1.36337281318471,4.79382388459293,0,0,0,0,0,0,1.36337281318471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36337281318471,0,0,0,0,0,0,0,0,0,0,1.36337281318471,0,2.05162250330138,0,0,0,0,0,0,0,0
"Batch1_Cell1208",2.92297114810941,0,0,0,0,1.21214148428008,3.15394746834651,0,1.21214148428008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21214148428008,0,0,0,0,0,2.6478328284622,0,3.5278838719565,0,0,0,0,1.21214148428008,1.21214148428008,0,1.21214148428008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86140978316966,0,0,0,0,0,0,0,2.30755630130079,2.92297114810941,0,2.6478328284622,0,0,0,0,0,0,0,0
"Batch1_Cell1209",3.15124322566478,0,0.77967678107451,0,0,0,2.19652240115377,0,1.28302828427046,1.28302828427046,0,0,0,0,0.77967678107451,0,0,0,0,0,0,0,0,1.95120911287622,0.77967678107451,0,0,0,0,0,0,4.0046515389575,0,0,0.77967678107451,0,0.77967678107451,0,1.28302828427046,0,0,0,0,0,0,0,0,0,0,3.55473534760142,0,0,0,0,0,0,0,1.65546112063157,1.28302828427046,0,0,0,0,0.77967678107451,0,1.28302828427046,0,0,0,0,0.77967678107451,0,0.77967678107451,1.28302828427046,0,0,0,0,0
"Batch1_Cell1210",2.77163908951192,0,0,0,1.16930654894505,0,2.11462082796635,0,0.87396313104874,0,0,0,0,0,1.16930654894505,0,0,0,0,0,1.41434172157503,0,0,1.62373865808615,0,0,0,0,0,0.502172957526499,0,3.40271402103264,1.16930654894505,0.502172957526499,0,0,0.502172957526499,0,2.85702121393867,0,0,0,0,0,0,0,0,0,0,3.75385660066483,1.16930654894505,0,0,0,0,0,0,1.41434172157503,1.41434172157503,0,0,0,0,0,0,1.41434172157503,0,0,0,0,1.62373865808615,0,1.16930654894505,0,0,0,0,0,0
"Batch1_Cell1211",3.10535424308969,0,0,0,0,0,2.60186573532692,0,0,1.42773345572167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883713606313075,0,0,0,0,0,2.78990254852212,0,3.24049548526766,0.883713606313075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883713606313075,0,0,0.883713606313075,0,0,0,0,0,0,0,0,1.42773345572167,2.3855948586156,0,0,0,0,1.82185550031264,0,0,0,4.01900228154102,0.883713606313075
"Batch1_Cell1212",3.53814121625654,0,0,0,0,0,2.18235364587949,0,0,1.46960845897181,0,1.46960845897181,0,0,0,0,0,0,0,0,0,0,0,2.6572745156522,0,0,0,0,0,0,0,3.7426821666445,0,0,2.18235364587949,0,0,0,1.46960845897181,0,0,0,0,0,0,0,0,0,0,2.6572745156522,2.6572745156522,0,0,1.46960845897181,0,0,0,1.46960845897181,0,0,0,0,0,0,0,1.46960845897181,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch1_Cell1213",2.33471027492372,0,2.33471027492372,0,0,0,0,2.33471027492372,0,0,0,0,0,0,0,0,0,0,0,0,2.33471027492372,0,0,2.33471027492372,0,0,0,0,0,0,2.33471027492372,3.18412045816496,0,0,0,0,0,0,2.33471027492372,0,0,0,0,0,0,2.33471027492372,0,0,0,2.33471027492372,2.33471027492372,0,0,0,0,0,0,0,3.18412045816496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch1_Cell1214",3.80140585517604,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38835410515494,0,0,0,0,0,0,0,0,1.38835410515494,0,0,0,0,0,0,0,4.74871762766367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38835410515494,2.08256539384844,0,0,0,2.08256539384844,0,0,1.38835410515494,0,0,0,0,0,0,0,1.38835410515494,0,0,1.38835410515494,0,0,0,1.38835410515494,0,0,0,0,0,0
"Batch1_Cell1215",3.81422583742752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42105133764342,0,0,0,0,0,0,0,5.16369567296299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42105133764342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch1_Cell1216",3.71932458041359,0,0,0,1.37159196408285,0,2.06181722744085,0,0.612764327639989,1.37159196408285,0,1.0415043769365,0,0,1.86628776534031,0,0,0,0,0,1.64004050596931,0.612764327639989,0,2.38777379646425,0,0,0,0,0,0.612764327639989,0,3.2429047771954,0.612764327639989,0,1.0415043769365,0,0,0,2.65348761592393,0,0,0,0,0,0,0,0,0,0,2.52673943541524,1.0415043769365,0,0,0,0,0,0,0,0,0.612764327639989,0,0,0,0,0,1.0415043769365,0,0,0,0,1.0415043769365,0,1.64004050596931,0,0,0,0,0,0.612764327639989
"Batch1_Cell1217",3.4392866522324,0,0,0,2.56650706710437,0,1.79155047740382,0,0,1.79155047740382,0,0,0,0,1.79155047740382,0,0,0,0,0,1.79155047740382,0,0,0,0,0,0,0,0,0,0,3.06791440649176,0,0,0,0,0,0,1.79155047740382,0,0,0,0,0,0,0,0,0,0,3.06791440649176,0,0,0,0,0,0,0,1.79155047740382,2.56650706710437,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06791440649176,0,0,0,0,0,0
"Batch1_Cell1218",3.40358752383629,0.903903874519753,0,0,0.903903874519753,0,1.85334377727203,0.903903874519753,0,0,0.903903874519753,0,0,0.903903874519753,0,0,0,0,0,0,0,0,0,2.82738335477601,0,0,0,0,0,0,0,4.27004811788143,0.903903874519753,0,0.903903874519753,0,0,0,0.903903874519753,0,0,0,0,0,0,0,0,0,0,2.42105133764342,1.45535728229303,0,0,0,0,0,0,0.903903874519753,0.903903874519753,0,0,0,0.903903874519753,0,0,1.45535728229303,0,0,0,0,0.903903874519753,0,0,0,0,0,0,0,1.45535728229303
"Batch1_Cell1219",3.56376533718074,0.87396313104874,0,0,0.87396313104874,0,2.36833596911592,0.87396313104874,0,0.87396313104874,0,0,0,0,0,0,0,0,0,0.87396313104874,0.87396313104874,0,0,2.36833596911592,0,0,0,0,0,0,0,3.2213983504359,0,0.87396313104874,0,0,0,0,0,0,0,0,0,0,0,0,0.87396313104874,0,0,2.11462082796635,2.58403472252784,0,0,0,0,0,0,0.87396313104874,1.41434172157503,0,0,0,2.11462082796635,0,0,2.58403472252784,0,0,0.87396313104874,0,0,0,1.41434172157503,0,0,0,0,0,0.87396313104874
"Batch1_Cell1220",3.71517837439013,0,0,0,0,0,2.82104579602189,2.33471027492372,0,1.59562216647348,0,0,0,0,1.59562216647348,0,0,0,0,0,0,0,0,1.59562216647348,0,0,0,0,0,0,0,3.92179217184131,0,0,0,0,0,0,1.59562216647348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33471027492372,1.59562216647348,0,0,0,0,0,0,1.59562216647348,0,0,0,0,2.33471027492372,0,0,0,0,0,0,0,0
"Batch1_Cell1221",3.92179217184131,0,0,0,0,0,1.83744698721404,0,0,1.1933839742663,0,0,0,0,1.1933839742663,0,0,0,0,0,1.1933839742663,0,0,1.1933839742663,0,0,0,0,0,0,0,4.14808061239909,0,0,0,0,0,0,1.1933839742663,0,0,0,0,0,0,0,0,0,0,2.62000944782036,1.1933839742663,0,0,0,0,0,0,1.1933839742663,1.83744698721404,0,0,0,0,1.1933839742663,0,1.83744698721404,0,0,0,0,1.83744698721404,0,0,0,0,0,0,0,0
"Batch1_Cell1222",2.33471027492372,2.33471027492372,0,0,2.33471027492372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33471027492372,2.33471027492372,2.33471027492372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10248899094026,2.33471027492372,0,0,0,0,0,0,0,0,0,0,0,2.33471027492372,0,2.33471027492372,2.33471027492372,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch1_Cell1223",3.48066500559328,0,0,0,1.96485736315459,0,2.42105133764342,0,0,1.29388280238863,0,0,0,0,1.6680309626833,0,0,0,0,1.29388280238863,1.29388280238863,0,0,2.21091133672574,0,0,1.29388280238863,0,0,0.787378355683467,0,3.73778404137326,0.787378355683467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787378355683467,0,0,2.76712129125741,0.787378355683467,0,0,0.787378355683467,0,0,0,0.787378355683467,1.29388280238863,0,0.787378355683467,0,0,0,0,1.29388280238863,0,0,0,0,0,0,0.787378355683467,0.787378355683467,0,0,0,0,0
"Batch1_Cell1224",3.36567606766775,0,0,0,0.828352812869256,0,0.828352812869256,0,0,0,0,0,0,0,0.828352812869256,0,0,0.828352812869256,0,0,1.35124031016267,0,0,1.35124031016267,0,0,0,0,0,0,0,2.99655357034432,1.73420910940574,0,0.828352812869256,0,0.828352812869256,0,2.28637383975938,0,0,0,0,0,0,0.828352812869256,0,0,0,3.25281307603525,0,0,0,0,0.828352812869256,0,0,0,0,0,0,0.828352812869256,1.73420910940574,0,0,2.28637383975938,0,0,0,0,2.68472854358862,0,2.036548149665,0,0,0.828352812869256,0,0,0
"Batch1_Cell1225",0,0,0,0,0,0,3.76371728718104,2.86620356138234,0,0,0,0,0,0,2.86620356138234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86620356138234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86620356138234,0,0,0,0,0,0,2.86620356138234,2.86620356138234,0,0,0,0,0,0,2.86620356138234,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batch1_Cell1226",0,0,0,0,1.79155047740382,0,3.06791440649176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79155047740382,0,0,0,0,0,0,0,1.79155047740382,0,0,0,0,0,0,1.79155047740382,0,0,0,0,0,0,0,0,0,0,5.14837057803919,0,0,0,0,0,0,0,1.79155047740382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79155047740382,0,0,0,0,0,0
"Batch1_Cell1227",3.30480765469702,0,0,0,1.07741661624587,0,1.687288219822,0,0,1.07741661624587,0,0,0,0,1.07741661624587,0,0,0,0,0,1.07741661624587,0,0,3.13286922832173,0,0,0,0,0,1.07741661624587,0,3.94797478285398,0,0,0,0,1.07741661624587,0,0,0,0,0,0,0,0,0,1.07741661624587,0,0,1.687288219822,1.687288219822,0,0,0,0,0,0,1.687288219822,1.687288219822,0,0,0,0,0,0,1.687288219822,0,0,0,0,1.07741661624587,0,2.11462082796635,0,0,0,0,0,0
"Batch1_Cell1228",2.8321609072488,0.819811228876245,0,0,1.33933696606451,0,2.8321609072488,0.819811228876245,0.819811228876245,1.33933696606451,0,0,0,0,0.819811228876245,0,0,0,0,0,0,0,0,2.27079056385196,0,0,0,0,0,0,0,4.15654630249467,0,0.819811228876245,0,0,0,0,0,0,0,0,0,0,0,0,0.819811228876245,0,0,2.66817021224095,0.819811228876245,0,0,0,0,0,0,0,0,0,0,0.819811228876245,0,0,0,2.02172846223541,0,0,0,0,2.02172846223541,0,1.72050832942015,0,0,0,0,0,0.819811228876245
"Batch1_Cell1229",3.48066500559328,0,0,0,0,0,1.96485736315459,0,0,1.6680309626833,0,0,0,0,1.29388280238863,0,0,0,0,0,0.787378355683467,0,0,2.42105133764342,0,0,0,0,0,0,0,3.88682032948499,0,0,1.29388280238863,0,0,0,0.787378355683467,0,0,0,0,0,0,0,0.787378355683467,0,0,2.76712129125741,1.6680309626833,0,0,0,0,0,0,1.96485736315459,0.787378355683467,0,0,0,1.29388280238863,0,0,2.42105133764342,0,0,0,0,0.787378355683467,0,0,0,0,0,0,0,0
"Batch1_Cell1230",3.9406473456145,1.37574159867937,0.845996866898831,0,0,0,2.71864535774712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53232646024937,0,0,0,0,0,0,0,3.78241921662905,0,0,0,0,0,0,0.845996866898831,0,0,0,0,0,0,0,0.845996866898831,0,0,2.71864535774712,1.37574159867937,0,0,0,0,0,0,0,1.37574159867937,0,0,0,1.37574159867937,0,0,1.76235691628219,0,0,0,0,0,0,1.37574159867937,0,0,0,0,0,0.845996866898831
"Batch1_Cell1231",3.34796325343875,0.819811228876245,0,0,0,0,2.27079056385196,0,0.819811228876245,0,0,0.819811228876245,0,0,1.33933696606451,0,0,0,0,0,0,0,0,2.8321609072488,0,0,0,0,0,0,0,3.64127147083078,0,0,0.819811228876245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54997100307647,0.819811228876245,0,0,0,0,0,0,0.819811228876245,1.72050832942015,0,0,0,0.819811228876245,0,0,2.27079056385196,0,0,0,0,1.72050832942015,0,0,0,0,0,0,0,0
"Batch1_Cell1232",3.88741515067783,0.964691564574115,0,0,0.964691564574115,0,0.964691564574115,0,0.561519818436392,0,0,0,0,0,1.27945307887924,0,0,0,0,0.561519818436392,1.53768990984598,0,0,1.75664569787995,0,0,0,0,0,0.561519818436392,0,3.68880452249547,0,0,0,0,0,0,2.64017071599394,0,0,0,0,0,0,0,0,0,0,2.7462864049814,0.964691564574115,0,0,0,0,0,0,1.53768990984598,1.27945307887924,0,0,0,0,0,0,1.53768990984598,0,0,0,0,1.94670791784718,0,0.561519818436392,0,0,0,0,0,0.561519818436392
